Model,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
Resnet-50,2024-11-01T18:16:39.690283,03:44:18,24,25,37,62,0.4668203900237483,0.3324836087070548,0,0,4.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,31,31,31.5,853,40,2767,OFF,MAXN
Resnet-50,2024-11-01T18:16:40.695148,03:44:19,49,56,10,19,0.46363161577043976,0.34030279188422385,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,33,31,31.5,854,0,2686,OFF,MAXN
Resnet-50,2024-11-01T18:16:41.692914,03:44:20,47,34,35,15,0.45939239857707354,0.3402999308585461,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,32.5,30.5,32.5,814,0,2605,OFF,MAXN
Resnet-50,2024-11-01T18:16:42.701899,03:44:21,29,25,35,37,0.46205299514194775,0.3425362992632859,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36,33,31,31,31.25,691,81,2605,OFF,MAXN
Resnet-50,2024-11-01T18:16:43.708141,03:44:22,48,36,26,33,0.46665582719918014,0.34309706029611614,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,31,31.5,31.25,853,81,2808,OFF,MAXN
Resnet-50,2024-11-01T18:16:44.713691,03:44:23,50,10,51,15,0.4691695982499187,0.3444150394583125,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,31.5,31.5,31.25,732,40,2686,OFF,MAXN
Resnet-50,2024-11-01T18:16:45.704907,03:44:24,44,24,48,31,0.47406509592928725,0.36328922585413537,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32,31.5,31.5,31.25,773,40,2605,OFF,MAXN
Resnet-50,2024-11-01T18:16:46.709827,03:44:25,47,21,68,58,0.4715404854110622,0.36480270843764157,0,0,1.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,31.5,31,31.5,773,40,2645,OFF,MAXN
Resnet-50,2024-11-01T18:16:47.703715,03:44:26,49,48,53,23,0.47205880903814507,0.36480080108718976,0,0,20.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31.5,31.5,31.5,1016,81,2926,OFF,MAXN
Resnet-50,2024-11-01T18:16:48.707211,03:44:27,74,17,53,17,0.47179866181846847,0.36480080108718976,0,0,6.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31,31.5,32,812,81,2926,OFF,MAXN
Resnet-50,2024-11-01T18:16:49.706729,03:44:28,63,100,49,24,0.47459425902385666,0.37355077128483893,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,31.5,31.5,31.5,1377,40,3164,OFF,MAXN
Resnet-50,2024-11-01T18:16:50.714689,03:44:29,67,58,25,27,0.47502192528650683,0.3749517201916887,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32,33,31,31.75,693,0,2446,OFF,MAXN
Resnet-50,2024-11-01T18:16:51.718846,03:44:30,70,12,33,21,0.4754929494191031,0.3749383687385261,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31,31,32.5,691,40,2527,OFF,MAXN
Resnet-50,2024-11-01T18:16:52.715466,03:44:31,52,34,26,18,0.4753914525871838,0.37491357318265267,0,0,1.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,32.5,31,31.5,32,814,81,2849,OFF,MAXN
Resnet-50,2024-11-01T18:16:53.711894,03:44:32,28,48,21,42,0.478549679,0.37491357318265267,0,0,27.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,32.5,31.5,31.5,31.5,894,40,2727,OFF,MAXN
Resnet-50,2024-11-01T18:16:54.723836,03:44:33,45,26,43,27,0.4787438042589253,0.3749421834394297,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,33,31.5,31.5,32,1016,40,2966,OFF,MAXN
Resnet-50,2024-11-01T18:16:55.724064,03:44:34,75,24,35,23,0.48153053280909724,0.39267005221371865,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,31,31.5,31.75,732,40,2564,OFF,MAXN
Resnet-50,2024-11-01T18:16:56.720496,03:44:35,52,12,13,57,0.4810772459869335,0.39264811768352287,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32,31.5,31,32.5,854,40,2686,OFF,MAXN
Resnet-50,2024-11-01T18:16:57.719260,03:44:36,59,30,15,27,0.48046038174633676,0.39264716400829697,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31,31,32.5,853,81,2808,OFF,MAXN
Resnet-50,2024-11-01T18:16:58.724682,03:44:37,42,43,22,50,0.48072052896601336,0.39258708246906515,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31,31,31.5,773,40,2727,OFF,MAXN
Resnet-50,2024-11-01T18:16:59.725113,03:44:38,67,15,25,36,0.47970457524068544,0.3946098276232029,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,33.5,31.5,31.75,814,0,2645,OFF,MAXN
Resnet-50,2024-11-01T18:17:00.724684,03:44:39,48,13,21,60,0.4775701855519752,0.39587535464797463,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32.5,33.5,31.5,32.5,814,0,2605,OFF,MAXN
Resnet-50,2024-11-01T18:17:01.725165,03:44:40,80,21,25,11,0.47580335235167176,0.3976749397992514,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,32.5,31.5,31.5,31.5,814,40,2645,OFF,MAXN
Resnet-50,2024-11-01T18:17:02.729242,03:44:41,81,16,17,22,0.486491067,0.39930763178599527,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31.5,32,32,772,203,2808,OFF,MAXN
Resnet-50,2024-11-01T18:17:03.723950,03:44:42,50,22,18,42,0.4914594850267538,0.3999065398278616,0,0,0.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31.5,31.5,32,1016,162,3007,OFF,MAXN
Resnet-50,2024-11-01T18:17:04.734320,03:44:43,61,23,32,18,0.4955173874912545,0.40527287032401116,0,0,0.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,32.5,31.5,31.5,32.25,894,162,3007,OFF,MAXN
Resnet-50,2024-11-01T18:17:05.726531,03:44:44,50,22,20,47,0.49793557414688466,0.4094337553346208,0,0,1.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,32.5,32,31.5,32.25,1016,162,3007,OFF,MAXN
Resnet-50,2024-11-01T18:17:06.735810,03:44:45,55,23,27,36,0.5008218287167056,0.4127992752068283,0,0,0.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,33,31.5,31.5,32.25,934,121,2849,OFF,MAXN
Resnet-50,2024-11-01T18:17:07.734194,03:44:46,61,25,46,19,0.5004956592859747,0.4211134158262404,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31.5,31.5,32.25,732,40,2645,OFF,MAXN
Resnet-50,2024-11-01T18:17:08.733285,03:44:47,55,23,39,14,0.5060553207004267,0.4225277161862528,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,33,31.5,31.5,31.5,1379,40,3164,OFF,MAXN
Resnet-50,2024-11-01T18:17:09.737492,03:44:48,60,30,40,16,0.5050098047910446,0.43204253391507524,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,33,32,32,31.75,1056,40,2926,OFF,MAXN
Resnet-50,2024-11-01T18:17:10.733036,03:44:49,51,21,46,39,0.5026783338753067,0.4318641966478316,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,32,31.5,31.5,31.75,894,40,2849,OFF,MAXN
Resnet-50,2024-11-01T18:17:11.739580,03:44:50,58,18,46,19,0.49921266049802426,0.4340853062489569,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,33.5,31.5,31.75,773,0,2645,OFF,MAXN
Resnet-50,2024-11-01T18:17:12.750153,03:44:51,50,23,41,23,0.49708812487066545,0.4356464725937582,0,0,3.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,36.5,33,31.5,31.5,31.5,814,81,2645,OFF,MAXN
Resnet-50,2024-11-01T18:17:13.735309,03:44:52,33,50,74,15,0.4972221401050443,0.4362558710631095,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,33,33.5,31.5,32,975,0,2727,OFF,MAXN
Resnet-50,2024-11-01T18:17:14.738111,03:44:53,50,39,28,24,0.4949222021856308,0.4396128078582839,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,33.5,31,32,31.75,894,40,2808,OFF,MAXN
Resnet-50,2024-11-01T18:17:15.743140,03:44:54,31,33,34,22,0.49224682452872953,0.4419264239563217,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37,34,33,32,33,955,2711,5760,OFF,MAXN
Resnet-50,2024-11-01T18:17:16.755569,03:44:55,34,13,30,23,0.49219361259743205,0.4418911379729633,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37.5,34.5,33,32.5,33,1317,2392,6060,OFF,MAXN
Resnet-50,2024-11-01T18:17:17.755250,03:44:56,20,28,24,31,0.4920714222366748,0.4418882769472856,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,37.5,34.5,33,32.5,34,1273,2901,6676,OFF,MAXN
Resnet-50,2024-11-01T18:17:18.756839,03:44:57,25,45,25,12,0.492008356,0.4418854159216079,0,0,0.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38,34,33.5,32.5,34,1147,3678,7317,OFF,MAXN
Resnet-50,2024-11-01T18:17:19.756073,03:44:58,40,15,21,28,0.4920231373360531,0.4418787401950266,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38,35.5,34,32.5,34.5,1112,2866,6140,OFF,MAXN
Resnet-50,2024-11-01T18:17:20.761415,03:44:59,20,19,31,35,0.49188025344645797,0.4418768328445748,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38.5,34.5,33.5,32.5,34.25,1190,3288,7091,OFF,MAXN
Resnet-50,2024-11-01T18:17:21.748646,03:45:00,23,23,18,41,0.49190883,0.4418758791693489,0,0,69.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38,35,34,33,34.5,1028,3830,7435,OFF,MAXN
Resnet-50,2024-11-01T18:17:22.753912,03:45:01,22,23,18,38,0.4919787940599718,0.441874925,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38,35,34,32.5,34.25,1118,2316,5940,OFF,MAXN
Resnet-50,2024-11-01T18:17:23.755630,03:45:02,18,32,31,17,0.49197682324770153,0.4418720644684453,0,0,0.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38.5,35,34,32.5,34.75,1228,3327,7170,OFF,MAXN
Resnet-50,2024-11-01T18:17:24.760657,03:45:03,22,45,19,17,0.4920073708378908,0.4418711107932194,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38.5,35.5,34.5,33,34.25,1111,2826,6060,OFF,MAXN
Resnet-50,2024-11-01T18:17:25.758496,03:45:04,23,29,28,20,0.4919531735004582,0.4419025820756741,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38.5,35,34,33.5,34.25,1269,3169,7012,OFF,MAXN
Resnet-50,2024-11-01T18:17:26.755015,03:45:05,21,28,32,21,0.49180043554951175,0.4418987673747705,0,0,16.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38.5,36,35,33.5,34.75,1147,3678,7356,OFF,MAXN
Resnet-50,2024-11-01T18:17:27.754245,03:45:06,26,13,43,20,0.4919512026881879,0.441893999,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,38.5,36.5,35,33.5,35,1112,2786,5870,OFF,MAXN
Resnet-50,2024-11-01T18:17:28.767347,03:45:07,28,16,38,18,0.4917639755225116,0.4418892306225115,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39,35,34,33.5,34.75,1230,3169,7012,OFF,MAXN
Resnet-50,2024-11-01T18:17:29.759815,03:45:08,24,34,28,18,0.49194233403297166,0.4418854159216079,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39,36,35,33.5,35.25,1105,3902,7277,OFF,MAXN
Resnet-50,2024-11-01T18:17:30.760746,03:45:09,25,31,24,28,0.49194233403297166,0.4418835085711561,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39,37,35,34,35.5,1238,2392,6020,OFF,MAXN
Resnet-50,2024-11-01T18:17:31.767416,03:45:10,19,41,19,19,0.49200244380721514,0.4418825548959302,0,0,42.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39,35.5,35,33.5,34.75,1267,3367,7130,OFF,MAXN
Resnet-50,2024-11-01T18:17:32.757022,03:45:11,23,26,18,37,0.4920931011716479,0.4418825548959302,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39,36,35.5,34,35.5,1026,3948,7249,OFF,MAXN
Resnet-50,2024-11-01T18:17:33.769315,03:45:12,20,16,16,46,0.4921236487618372,0.4418816012207043,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39.5,36.5,35.5,33.5,35.25,1158,2276,5910,OFF,MAXN
Resnet-50,2024-11-01T18:17:34.768490,03:45:13,20,17,27,39,0.4920073708378908,0.4418796938702525,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39,36.5,35,34.5,35.75,1271,2936,6705,OFF,MAXN
Resnet-50,2024-11-01T18:17:35.765588,03:45:14,18,45,24,12,0.49197386702929613,0.4418777865198007,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39,36,35.5,34,35.75,1066,3869,7317,OFF,MAXN
Resnet-50,2024-11-01T18:17:36.777460,03:45:15,23,27,29,23,0.49203496220967474,0.4418777865198007,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39.5,36,35.5,34,35.75,1192,2976,6745,OFF,MAXN
Resnet-50,2024-11-01T18:17:37.770030,03:45:16,26,21,23,38,0.4920329913974044,0.4418758791693489,0,0,26.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39.5,36.5,35,34,35.5,1230,3208,6972,OFF,MAXN
Resnet-50,2024-11-01T18:17:38.770253,03:45:17,27,25,24,31,0.49200244380721514,0.4418758791693489,0,0,69,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39.5,36,36,34,35.25,1028,3948,7396,OFF,MAXN
Resnet-50,2024-11-01T18:17:39.779145,03:45:18,27,15,30,27,0.492100984,0.441874925,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40,36.5,36,34.5,36,1275,2591,6249,OFF,MAXN
Resnet-50,2024-11-01T18:17:40.785133,03:45:19,22,18,39,27,0.49200047299494487,0.4418692034427676,0,0,92,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40,36,35.5,34.5,36.25,1190,3288,7051,OFF,MAXN
Resnet-50,2024-11-01T18:17:41.772182,03:45:20,21,21,30,32,0.4920911303593776,0.4418682497675417,0,0,49.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,39.5,37,35.5,34.5,36,1145,3869,7502,OFF,MAXN
Resnet-50,2024-11-01T18:17:42.777624,03:45:21,19,25,35,25,0.4920901449532425,0.4418682497675417,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40,36.5,36,34.5,36,1111,2980,6100,OFF,MAXN
Resnet-50,2024-11-01T18:17:43.777763,03:45:22,40,22,18,18,0.4920329913974044,0.4418682497675417,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40,36.5,35.5,34.5,36.25,1269,3129,6944,OFF,MAXN
Resnet-50,2024-11-01T18:17:44.779298,03:45:23,27,21,18,41,0.4921236487618372,0.4418663424170899,0,0,17.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40,37,36,35,36.25,1107,3830,7475,OFF,MAXN
Resnet-50,2024-11-01T18:17:45.782252,03:45:24,25,40,19,18,0.49212266335570204,0.4418663424170899,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40,37.5,36,34.5,36.75,1118,2240,5368,OFF,MAXN
Resnet-50,2024-11-01T18:17:46.781413,03:45:25,16,26,38,20,0.49199948758880974,0.4418663424170899,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40.5,37.5,36,35,36.5,1273,2861,6705,OFF,MAXN
Resnet-50,2024-11-01T18:17:47.780251,03:45:26,22,19,39,25,0.4920901449532425,0.4418663424170899,0,0,0.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40.5,37.5,36.5,35.5,36.75,1186,3830,7423,OFF,MAXN
Resnet-50,2024-11-01T18:17:48.776089,03:45:27,20,17,41,28,0.49202806436672875,0.441865389,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40.5,37,36.5,35,36.5,1067,3253,6409,OFF,MAXN
Resnet-50,2024-11-01T18:17:49.781983,03:45:28,27,20,25,26,0.49199751677653947,0.4418634813914121,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,40.5,36.5,36,35,36.25,1313,2742,6557,OFF,MAXN
Resnet-50,2024-11-01T18:17:50.777163,03:45:29,38,14,33,18,0.49187532641578224,0.4418634813914121,0,0,61,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41,38,36.5,35,36.75,1066,3909,7502,OFF,MAXN
Resnet-50,2024-11-01T18:17:51.781188,03:45:30,29,18,27,26,0.4919186842857284,0.44195884891400233,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41,37.5,37,35.5,36.75,1066,3790,6983,OFF,MAXN
Resnet-50,2024-11-01T18:17:52.786298,03:45:31,21,17,33,28,0.49196499837407986,0.44195789523877643,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41,38,37,35.5,37,1275,2627,6409,OFF,MAXN
Resnet-50,2024-11-01T18:17:53.783675,03:45:32,27,22,25,32,0.49181127501699823,0.44195789523877643,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41,37.5,36.5,35.5,37,1267,3441,7210,OFF,MAXN
Resnet-50,2024-11-01T18:17:54.794273,03:45:33,35,18,34,20,0.4919571151249988,0.44191879455451444,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,38,37,35.5,37,1226,3208,6597,OFF,MAXN
Resnet-50,2024-11-01T18:17:55.794033,03:45:34,56,30,26,53,0.492293139,0.4417356889111413,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41,38.5,36.5,36,37.5,1309,3095,6944,OFF,MAXN
Resnet-50,2024-11-01T18:17:56.785302,03:45:35,28,19,19,39,0.49241828519624364,0.4417356889111413,0,0,1.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,37.5,37,36,36.75,1226,3599,7277,OFF,MAXN
Resnet-50,2024-11-01T18:17:57.790624,03:45:36,18,14,17,53,0.4924517890048383,0.4417356889111413,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41,38,37,35.5,37.5,1071,2945,5950,OFF,MAXN
Resnet-50,2024-11-01T18:17:58.793387,03:45:37,39,28,13,14,0.49251288418521694,0.4417356889111413,0,0,49.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,38,37,36,37.25,1271,3055,6932,OFF,MAXN
Resnet-50,2024-11-01T18:17:59.794816,03:45:38,17,35,34,19,0.4924892344379736,0.4417356889111413,0,0,94.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,38,37,36,37.5,1026,3869,6944,OFF,MAXN
Resnet-50,2024-11-01T18:18:00.794456,03:45:39,18,21,53,11,0.4925424463692711,0.4417347352359154,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38.5,37,36.5,37.75,1269,3055,6944,OFF,MAXN
Resnet-50,2024-11-01T18:18:01.792485,03:45:40,27,20,26,28,0.4924301100698653,0.4417347352359154,0,0,52.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,41.5,37.5,37,36.5,37.75,1267,3441,7238,OFF,MAXN
Resnet-50,2024-11-01T18:18:02.796307,03:45:41,41,10,17,35,0.4923759127324327,0.4417347352359154,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38.5,37.5,36.5,37.75,1030,3372,6369,OFF,MAXN
Resnet-50,2024-11-01T18:18:03.794812,03:45:42,22,17,16,43,0.4924892344379736,0.4417347352359154,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,37.5,36.5,37.75,1317,2432,6140,OFF,MAXN
Resnet-50,2024-11-01T18:18:04.798596,03:45:43,20,33,33,17,0.4924577014416492,0.4417337815606895,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38.5,37.5,37,38,1186,3638,7317,OFF,MAXN
Resnet-50,2024-11-01T18:18:05.801818,03:45:44,24,15,33,34,0.4924577014416492,0.4417337815606895,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,40,37.5,36.5,37.5,1152,2786,6020,OFF,MAXN
Resnet-50,2024-11-01T18:18:06.801906,03:45:45,14,19,26,36,0.4925178112158926,0.4417337815606895,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,39,37.5,37,38.25,1269,3129,6972,OFF,MAXN
Resnet-50,2024-11-01T18:18:07.795406,03:45:46,19,21,20,43,0.4924261684453247,0.4417337815606895,0,0,17,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38.5,38,37,38.25,1107,3869,7435,OFF,MAXN
Resnet-50,2024-11-01T18:18:08.801299,03:45:47,23,31,20,23,0.49236211704654076,0.4417337815606895,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,39.5,38,37,38,1357,2352,6020,OFF,MAXN
Resnet-50,2024-11-01T18:18:09.801601,03:45:48,21,29,35,16,0.4924232122269193,0.4417337815606895,0,0,51.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38.5,38,37,38.75,1267,3327,7238,OFF,MAXN
Resnet-50,2024-11-01T18:18:10.804927,03:45:49,18,29,29,34,0.4924222268207842,0.4417337815606895,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,40,38,37,38.25,1111,3020,6140,OFF,MAXN
Resnet-50,2024-11-01T18:18:11.806845,03:45:50,25,33,24,18,0.4924833220011628,0.4417337815606895,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,39.5,38,36.5,38.5,1309,3169,7051,OFF,MAXN
Resnet-50,2024-11-01T18:18:12.802660,03:45:51,20,23,30,25,0.49251091337294667,0.4417337815606895,0,0,36.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,39,38,37,38.5,1105,3948,7502,OFF,MAXN
Resnet-50,2024-11-01T18:18:13.804715,03:45:52,19,21,21,39,0.49250992796681153,0.4417337815606895,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,40,38.5,37,39,1196,2276,5910,OFF,MAXN
Resnet-50,2024-11-01T18:18:14.807199,03:45:53,23,16,28,34,0.49257003774105496,0.4417337815606895,0,0,45.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39,38,37.5,38.25,1267,3367,7158,OFF,MAXN
Resnet-50,2024-11-01T18:18:15.802114,03:45:54,23,27,13,48,0.49250795715454126,0.4417337815606895,0,0,79.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,40,39,37,39,1105,3948,7396,OFF,MAXN
Resnet-50,2024-11-01T18:18:16.811036,03:45:55,22,19,30,33,0.4924764241582168,0.4417337815606895,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39.5,38,37.5,38.75,1275,2312,6060,OFF,MAXN
Resnet-50,2024-11-01T18:18:17.812710,03:45:56,25,30,15,28,0.49259762911283883,0.4417337815606895,0,0,84.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39,38.5,37.5,38.5,1307,3361,7170,OFF,MAXN
Resnet-50,2024-11-01T18:18:18.812990,03:45:57,26,18,23,39,0.49251288418521694,0.4417337815606895,0,0,16.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39.5,39,37.5,39,1066,3909,7542,OFF,MAXN
Resnet-50,2024-11-01T18:18:19.816838,03:45:58,21,29,15,33,0.49244390575575725,0.4417337815606895,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39.5,39,37.5,39.25,1236,2432,6180,OFF,MAXN
Resnet-50,2024-11-01T18:18:20.815715,03:45:59,19,18,25,40,0.4923512775790542,0.4417318742102377,0,0,84.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,39,38,38.75,1267,3401,7238,OFF,MAXN
Resnet-50,2024-11-01T18:18:21.811055,03:46:00,22,21,31,30,0.4923818251692435,0.4417318742102377,0,0,87.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,40,39,38,39.5,1105,3902,7170,OFF,MAXN
Resnet-50,2024-11-01T18:18:22.816498,03:46:01,15,23,21,39,0.4925020447177304,0.4417318742102377,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39.5,38.5,37.5,39.5,1271,2976,6785,OFF,MAXN
Resnet-50,2024-11-01T18:18:23.815327,03:46:02,24,24,17,40,0.4926005853312443,0.4417318742102377,0,0,48.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39.5,39,38,39.75,1267,3441,7238,OFF,MAXN
Resnet-50,2024-11-01T18:18:24.816219,03:46:03,24,10,36,37,0.49250795715454126,0.4417318742102377,0,0,0.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,41,39.5,38,39.25,1105,3909,7463,OFF,MAXN
Resnet-50,2024-11-01T18:18:25.817028,03:46:04,15,17,40,28,0.49238970841832463,0.4417318742102377,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,40,39.5,37.5,39,1112,2786,6030,OFF,MAXN
Resnet-50,2024-11-01T18:18:26.825737,03:46:05,30,20,34,15,0.4925720085533253,0.4417318742102377,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44,39.5,38.5,38,39.75,1273,2861,6676,OFF,MAXN
Resnet-50,2024-11-01T18:18:27.815936,03:46:06,34,21,40,14,0.4927434692208394,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,38,37.5,39.5,733,163,2446,OFF,MAXN
Resnet-50,2024-11-01T18:18:28.822918,03:46:07,20,10,2,3,0.4927079945999744,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,39.5,37.5,38.75,653,0,2245,OFF,MAXN
Resnet-50,2024-11-01T18:18:29.824302,03:46:08,9,5,21,2,0.49279865196440714,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,38.5,39.5,37.5,38.5,653,0,2204,OFF,MAXN
