Model,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
Resnet-50,2024-11-01T18:18:30.826300,03:46:09,12,2,22,5,0.4928824114858939,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,37.5,39.5,37.5,38.75,694,0,2245,OFF,MAXN
Resnet-50,2024-11-01T18:18:31.826986,03:46:10,23,7,4,6,0.49291295907608323,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39,39,37,38.75,694,0,2164,OFF,MAXN
Resnet-50,2024-11-01T18:18:32.837589,03:46:11,24,7,6,3,0.49282131630551534,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,39,37,38.75,694,0,2082,OFF,MAXN
Resnet-50,2024-11-01T18:18:33.832772,03:46:12,26,10,4,2,0.4928518638957046,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,39,37,38.25,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:34.829983,03:46:13,12,5,23,3,0.49276022112513673,0.4417929094246954,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,39,37,38,694,0,2082,OFF,MAXN
Resnet-50,2024-11-01T18:18:35.829941,03:46:14,17,6,22,3,0.4927720459987584,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,39,37,38.25,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:36.838189,03:46:15,10,4,4,23,0.4927897833091909,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,38.5,36.5,38,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:37.838142,03:46:16,8,5,8,24,0.49282033089938015,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,38.5,36.5,38.25,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:38.835886,03:46:17,6,7,7,25,0.4927671189680827,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,39,37,38,694,0,2082,OFF,MAXN
Resnet-50,2024-11-01T18:18:39.838370,03:46:18,8,8,6,24,0.4927671189680827,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,39,37,38,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:40.840108,03:46:19,9,8,4,23,0.49295040450921845,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,39,37,38.5,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:41.833067,03:46:20,6,6,7,22,0.4928321557730018,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38.5,38.5,36.5,38.5,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:42.846483,03:46:21,6,5,7,22,0.49277401681102867,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38.5,38.5,36.5,38.25,653,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:43.846670,03:46:22,8,7,8,23,0.49280456440121795,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,38.5,36.5,38,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:44.850200,03:46:23,8,9,22,4,0.49286565958159656,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37,39,37,38,694,0,2123,OFF,MAXN
Resnet-50,2024-11-01T18:18:45.851681,03:46:24,12,8,21,6,0.4927434692208394,0.4417910020742436,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,38,39,37,38,694,0,2123,OFF,MAXN
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,time,uptime,CPU1,CPU2,CPU3,CPU4,RAM,SWAP,EMC,IRAM,GPU,APE,APE_MASTER,NVDEC,NVENC,NVJPG,SE,VIC03,Fan tegra_pwmfan0,Temp AO,Temp CPU,Temp GPU,Temp PLL,Temp thermal,Power POM_5V_CPU,Power POM_5V_GPU,Power TOT,jetson_clocks,nvp model
Resnext50x32d,2024-11-01T18:21:44.056574,03:49:22,57,66,33,70,0.445439048,0.30483847125861285,0,0,5.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,36.5,36.5,37.25,934,121,2885,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:45.060394,03:49:23,63,40,21,23,0.4559523457593047,0.2969830484228596,0,0,7.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,36.5,37,36.5,934,40,2849,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:46.060877,03:49:24,30,42,66,22,0.4560774923384673,0.29189137639176976,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,38.5,36.5,37,976,0,2767,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:47.053098,03:49:25,27,19,31,19,0.4557148628807363,0.29145268578785494,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,38.5,36.5,37.75,613,0,2044,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:48.062955,03:49:26,11,6,4,22,0.4558321262108178,0.29144982476217723,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38,36,37,613,0,2041,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:49.064373,03:49:27,51,15,44,11,0.45566559257397937,0.2901814367117278,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,38,36,37.5,814,0,2645,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:50.058541,03:49:28,51,23,34,23,0.45280101693913144,0.29261712323868105,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,38,36,37.5,732,0,2568,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:51.065321,03:49:29,58,27,20,47,0.4491067293384969,0.2945683427508762,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38,36,37.5,773,0,2686,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:52.056138,03:49:30,70,24,16,25,0.4477902267419517,0.296153351,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37,38,36,37.75,814,0,2686,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:53.056175,03:49:31,44,48,25,13,0.45186389570461466,0.29034260782490523,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,36,36,36.5,975,121,2885,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:54.061971,03:49:32,17,44,18,51,0.45823947339896137,0.29166249433755337,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36.5,36.5,36.5,1016,121,3048,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:55.068670,03:49:33,44,44,28,30,0.46495008917925523,0.3021729490022173,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36.5,36.5,1296,81,3327,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:56.062231,03:49:34,74,21,49,15,0.4644997585754969,0.32206756788975516,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36.5,36.5,37,691,40,2605,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:57.072511,03:49:35,99,15,78,29,0.46274770646722047,0.3263076079441146,0,0,49,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,36.5,37,36.5,1658,121,3680,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:58.067327,03:49:36,75,26,40,72,0.4653550911007972,0.3262704146103045,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36.5,36.5,853,121,2808,OFF,MAXN
Resnext50x32d,2024-11-01T18:21:59.070740,03:49:37,55,57,54,30,0.4670913767109114,0.3262427580287533,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,36,36.5,36.75,1016,40,2926,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:00.072693,03:49:38,89,99,39,47,0.4676372917097782,0.3262227308490094,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37,36,36.5,36.75,773,40,2605,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:01.079360,03:49:39,92,98,33,41,0.46765798523861607,0.3261883985408769,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,36.5,36.5,36.5,975,40,3048,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:02.088983,03:49:40,72,33,31,78,0.46931642376405436,0.3292506496912476,0,0,49.8,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36.5,37,36.75,1779,80,3680,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:03.066078,03:49:41,86,23,34,70,0.47002591618135414,0.3314116777531412,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37,36.5,36.5,36.75,773,40,2727,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:04.077295,03:49:42,67,31,13,34,0.46750918891221016,0.33571370669718426,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37,38,36,36.25,773,0,2645,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:05.078215,03:49:43,62,19,32,44,0.46506735250933673,0.3505214219297618,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,38.5,36.5,38,691,0,2568,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:06.081106,03:49:44,73,22,19,22,0.46477271607493026,0.3505166535536323,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,38,36,37.5,652,0,2486,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:07.083209,03:49:45,69,23,17,26,0.464408116,0.3505013947500179,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37,38,36,37.25,691,0,2564,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:08.075853,03:49:46,33,40,19,43,0.46706181452685724,0.3504966263738884,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.5,853,81,2808,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:09.077836,03:49:47,46,23,15,49,0.4744691124446941,0.350480414,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36.5,36.5,36.5,975,81,2844,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:10.078055,03:49:48,60,24,23,31,0.4766606556892423,0.3504661087666595,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,36.5,36.5,36.75,1176,81,3048,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:11.078202,03:49:49,53,34,20,51,0.477760369,0.36463200057220513,0,0,39.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,36.5,36.5,36.5,1095,40,3048,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:12.091117,03:49:50,61,34,22,62,0.4764074063125117,0.3694909758481749,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,36,36.5,36.75,854,40,2808,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:13.087337,03:49:51,55,23,17,47,0.4782235098195721,0.3694871611472713,0,0,47.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,36.5,36.5,36.5,1417,81,3327,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:14.080726,03:49:52,43,47,39,68,0.47727062208689314,0.3694862074720454,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36.5,37,36.5,1097,81,2926,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:15.088160,03:49:53,43,33,36,23,0.48011056256836254,0.36947094866843094,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36.5,36.75,1097,40,2966,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:16.088213,03:49:54,59,31,29,18,0.48531350696189435,0.37297761247407196,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36,36.5,37.25,1298,40,3246,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:17.092058,03:49:55,53,25,42,21,0.4833821109370227,0.3887771499415874,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36.5,36.75,934,81,2849,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:18.084509,03:49:56,59,36,36,29,0.48612548161724856,0.4012931836063229,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,37,36.75,975,40,2808,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:19.086435,03:49:57,64,54,25,31,0.4861619416442487,0.40127601745225666,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,38,36,36.5,36.75,1298,40,3164,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:20.091904,03:49:58,65,62,28,36,0.4870438801351977,0.40124168514412417,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36.5,36.5,894,81,2844,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:21.097258,03:49:59,75,41,48,36,0.48355948404134763,0.40113296616837135,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,38.5,36.5,36.5,854,0,2686,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:22.098720,03:50:00,52,15,55,7,0.47974596229836125,0.40107193095391364,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,36,36.5,37.5,814,40,2727,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:23.115356,03:50:01,69,21,31,25,0.47795153772627386,0.40091266719118807,0,0,99.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38.5,36.5,36.5,37,1046,1167,4669,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:24.095732,03:50:02,40,26,29,48,0.4791497915866024,0.40078487471091717,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,37.5,36.5,36.5,36.75,1095,162,3048,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:25.101239,03:50:03,39,47,16,32,0.4855569022772736,0.40312042533915077,0,0,0.7,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,37,36.5,37,1014,162,3088,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:26.099967,03:50:04,72,13,45,18,0.490280939,0.4068788594044298,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,37,36.5,37,934,162,2926,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:27.101916,03:50:05,42,23,34,35,0.4893201683073679,0.4133676656414658,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36.5,36.5,36.75,894,162,2926,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:28.104045,03:50:06,84,20,21,24,0.4932125225411653,0.4155334620794888,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36.5,36.5,36.75,814,81,2767,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:29.103194,03:50:07,82,21,15,21,0.4955361102078222,0.42189733686193165,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36,36.75,854,40,2767,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:30.104385,03:50:08,48,40,29,19,0.4974290753934234,0.4381870633955606,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36.5,36.75,773,40,2727,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:31.102052,03:50:09,88,17,13,21,0.4974645500142884,0.4381794339937534,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36.5,36.5,1056,81,2808,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:32.108212,03:50:10,79,50,10,18,0.49685951064731326,0.4381689435662685,0,0,0.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36,36.5,36.75,894,81,2808,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:33.106766,03:50:11,70,29,18,18,0.49108305988313083,0.4381555921131059,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37.5,38.5,36.5,36.75,814,0,2686,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:34.124441,03:50:12,63,42,17,24,0.4885880115489599,0.43793910783682616,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,37,36,36.5,36.5,895,40,2727,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:35.107615,03:50:13,62,63,26,51,0.48745972152422623,0.43828815296950624,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,38,36,37.5,895,0,2727,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:36.112875,03:50:14,60,22,16,28,0.48534503995821876,0.44008964547123475,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42,38,36.5,36.5,36.75,812,121,2885,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:37.115894,03:50:15,74,20,18,15,0.484173392,0.4413704312996209,0,0,94,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,42.5,39,38.5,37,36.75,1184,3830,7542,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:38.117815,03:50:16,43,20,27,12,0.4844443787507021,0.44133419164103665,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39.5,39,37.5,38.75,1111,3020,6249,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:39.118846,03:50:17,25,16,43,17,0.48451138636789154,0.44132370121355174,0,0,1.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39,38.5,37.5,39,1267,3322,7238,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:40.112779,03:50:18,31,26,18,28,0.48445127659364806,0.44131702548697044,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39.5,39,37,38.75,1025,3981,7700,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:41.130008,03:50:19,21,35,13,29,0.4845153279924321,0.4413093960851632,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43,39.5,38.5,38,38.75,1311,3055,6785,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:42.116874,03:50:20,36,23,21,31,0.4844621160611346,0.44129890565767826,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,39.5,39,38,39.5,1147,3909,7423,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:43.126506,03:50:21,21,15,48,16,0.48442269981572905,0.44129032258064516,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,40,38.5,37.5,39.25,1317,2511,6060,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:44.120905,03:50:22,33,20,30,25,0.4844522619997832,0.44128173950361205,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,40,39,37.5,39.75,1148,3678,7210,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:45.130009,03:50:23,23,23,44,12,0.4844493057813778,0.44127029540090124,0,0,99.2,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,40,39.5,38,38.75,1156,2472,5980,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:46.126877,03:50:24,20,27,27,24,0.48458332101575663,0.4412578976229645,0,0,0.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,40.5,39,38,39.25,1309,3169,6944,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:47.120361,03:50:25,32,17,27,26,0.48451138636789154,0.4412550365972868,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,41,39.5,38,39.25,1028,3491,6528,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:48.138240,03:50:26,22,14,35,31,0.48474000059124367,0.44124836087070546,0,0,61.1,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44,40,39,38,40,1271,2980,6666,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:49.124280,03:50:27,23,37,15,27,0.48460105832618916,0.44124549984502776,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,43.5,41,39.5,38,40,1066,3948,7475,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:50.136916,03:50:28,21,15,29,35,0.4846325913225136,0.44123882411844645,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44,41,39,38,39.75,1315,2627,6289,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:51.127868,03:50:29,21,41,31,13,0.4846877740660813,0.44123214839186514,0,0,99.5,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44,41,40,38.5,39.75,1226,3711,7396,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:52.137947,03:50:30,22,11,32,32,0.48451434258629694,0.44122642634050974,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44,40.5,39.5,38.5,40,1355,2591,6140,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:53.128144,03:50:31,31,24,25,21,0.48453996314581055,0.44121975061392843,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41,39.5,38,40,1147,3717,7277,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:54.133672,03:50:32,19,25,45,13,0.48456853992372956,0.441214029,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41.5,40,38,40.5,1315,2706,6289,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:55.144037,03:50:33,22,40,15,26,0.48460894157527024,0.4412102138616694,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,40.5,40,39,40,1105,3909,7542,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:56.131431,03:50:34,35,20,26,16,0.48457149614213496,0.441204492,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41,40,38.5,40,1236,2316,5640,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:57.138366,03:50:35,25,39,20,18,0.4846385037593244,0.4411987697589586,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41,40,38.5,40,1349,3248,6972,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:58.134845,03:50:36,20,18,18,47,0.4845054739310807,0.4411940013828291,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41.5,40.5,39,40.5,1026,3717,6796,OFF,MAXN
Resnext50x32d,2024-11-01T18:22:59.155378,03:50:37,21,33,30,15,0.484600073,0.44118827933147364,0,0,43.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41,40,38.5,40.5,1267,3480,7277,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:00.132059,03:50:38,22,47,14,15,0.4845035031188104,0.44118732565624774,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41,40.5,38.5,40.5,1026,4100,7356,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:01.147869,03:50:39,27,24,22,20,0.48458430642189176,0.44118541830579594,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,44.5,41.5,40,39,40,1232,3214,6824,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:02.139964,03:50:40,17,27,32,25,0.48449463446359414,0.44118255728011824,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45,41.5,40.5,39.5,40.5,1066,3948,7502,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:03.151964,03:50:41,32,16,34,13,0.4846789054108651,0.44117874257921463,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45,41.5,40,39,41,1311,2980,6597,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:04.147475,03:50:42,21,40,18,31,0.4845665691114593,0.44117683522876283,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45,41.5,40.5,39,40.75,1105,3948,7502,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:05.154690,03:50:43,25,40,20,19,0.48446408687340486,0.4411711131774074,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45.5,41.5,40,39.5,40.75,1271,3095,6824,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:06.148395,03:50:44,31,28,27,19,0.48449463446359414,0.4411672984765038,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45,41.5,41,39,40.75,1067,3909,7475,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:07.154612,03:50:45,24,17,47,14,0.48455277342556735,0.441165391,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45,42,41,39.5,41,1275,2746,6369,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:08.159651,03:50:46,22,18,33,31,0.48467989081700025,0.4411606227499225,0,0,99.6,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45.5,41.5,41,39.5,41.25,1184,3902,7621,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:09.150868,03:50:47,23,20,28,34,0.48461682482435137,0.4411568080490189,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45.5,42,41,39.5,41.5,1156,2511,6060,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:10.154397,03:50:48,20,19,18,49,0.48464441619613524,0.4411529933481153,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,45.5,41.5,41,39.5,41,1309,3327,7051,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:11.146669,03:50:49,39,22,14,29,0.4845123717740267,0.4411472712967599,0,0,99.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,42.5,41.5,39,41,1111,3060,6220,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:12.155921,03:50:50,23,26,28,14,0.4844493057813778,0.4411434565958563,0,0,0,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,42.5,41,40,41.5,1307,3401,7210,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:13.150674,03:50:51,29,35,16,18,0.48450843014948614,0.4411405955701786,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,43,41,40,41.25,1071,3065,6060,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:14.159600,03:50:52,20,18,40,25,0.48441678737891825,0.441136781,0,0,46.3,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,42,40.5,40,41.75,1311,2976,6716,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:15.148551,03:50:53,22,28,24,28,0.48448675121451307,0.4411329661683714,0,0,99.4,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,43,41,40,41.75,1066,4060,7581,OFF,MAXN
Resnext50x32d,2024-11-01T18:23:16.161987,03:50:54,37,8,16,27,0.4845389777396754,0.4411281977922418,0,0,63.9,25500,OFF,OFF,OFF,OFF,OFF,OFF,0,46,42.5,41,40,41.5,1309,3208,6972,OFF,MAXN
